,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P_FGA%,0-3_FGA%,3-10_FGA%,10-16_FGA%,16-3P_FGA%,3P_FGA%,2P_FG%,0-3_FG%,3-10_FG%,10-16_FG%,16-3P_FG%,3P_FG%,2P_FGast,3P_FGast,Dunks_%FGA,Dunks_#,Corner_%3PA,Corner_3P%,Heaves_Att.,Heaves_#,Year,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,GREATEST_75_FLAG,Quartile,FIRST_2,NEXT_2,Improved
44,Elfrid Payton,PG,20.5,ORL,77.5,2317.0,0.4305,7.6000000000000005,0.9075,0.4345,0.2565,0.1035,0.11249999999999999,0.0925,0.443,0.5489999999999999,0.3785,0.34199999999999997,0.2985,0.29400000000000004,0.23199999999999998,0.921,0.0285,18.0,0.2965,0.34650000000000003,0,0,2015,203901.0,Elfrid,Payton,Elfrid Payton,"Payton, Elfrid",E. Payton,elfrid-payton,1994-02-22T00:00:00,Louisana-Lafayette,USA,Louisana-Lafayette/USA,75.0,195.0,9.0,Guard,Inactive,N,1610612756.0,elfrid_payton,2014.0,2021.0,Y,Y,Y,2014,N,1,2,3,Yes
45,Emmanuel Mudiay,PG,19.5,DEN,61.5,1737.0,0.3705,12.649999999999999,0.7105,0.32799999999999996,0.115,0.1285,0.14,0.2895,0.39349999999999996,0.49,0.291,0.2865,0.333,0.317,0.32699999999999996,0.8205,0.0215,13.0,0.143,0.2875,1,0,2016,1626144.0,Emmanuel,Mudiay,Emmanuel Mudiay,"Mudiay, Emmanuel",E. Mudiay,emmanuel-mudiay,1996-03-05T00:00:00,Guangdong,Democratic Republic of the Congo,Guangdong/Democratic Republic of the Congo,75.0,200.0,7.0,Guard,Inactive,N,0.0,emmanuel_mudiay,2015.0,2021.0,Y,Y,Y,2015,N,1,1,1,No
46,Frank Jackson,PG,20.5,NOP,60.0,983.0,0.4195,13.9,0.5934999999999999,0.28300000000000003,0.157,0.0975,0.0555,0.4065,0.486,0.6080000000000001,0.355,0.4555,0.23399999999999999,0.32,0.5660000000000001,0.8905000000000001,0.016,6.5,0.394,0.3365,0,0,2019,1628402.0,Frank,Jackson,Frank Jackson,"Jackson, Frank",F. Jackson,frank-jackson,1998-05-04T00:00:00,Duke,USA,Duke/USA,75.0,205.0,5.0,Guard,Inactive,N,0.0,frank_jackson,2017.0,2022.0,Y,Y,Y,2017,N,3,3,3,No
47,Frank Kaminsky,C,22.5,CHO,78.0,1831.0,0.40449999999999997,13.85,0.587,0.2725,0.2,0.056999999999999995,0.0565,0.41300000000000003,0.455,0.5549999999999999,0.4175,0.27149999999999996,0.317,0.3325,0.6025,0.9924999999999999,0.0245,13.5,0.1195,0.314,1,0,2016,1626163.0,Frank,Kaminsky,Frank Kaminsky,"Kaminsky, Frank",F. Kaminsky,frank-kaminsky,1993-04-04T00:00:00,Wisconsin,USA,Wisconsin/USA,84.0,240.0,9.0,Forward-Center,Inactive,N,1610612745.0,frank_kaminsky,2015.0,2022.0,N,Y,Y,2015,N,1,2,3,Yes
48,Frank Mason III,PG,23.5,SAC,45.0,709.5,0.39949999999999997,13.45,0.6975,0.2845,0.1605,0.0975,0.155,0.3025,0.4635,0.537,0.4245,0.377,0.4235,0.2895,0.27749999999999997,0.385,0.0045000000000000005,0.5,0.0995,0.25,4,0,2018,1628412.0,Frank,Mason III,Frank Mason III,"Mason III, Frank",F. Mason III,frank-mason-iii,1994-04-03T00:00:00,Kansas,USA,Kansas/USA,71.0,190.0,5.0,Guard,Inactive,N,0.0,frank_mason,2017.0,2020.0,Y,Y,Y,2017,N,1,2,2,No
49,Frank Ntilikina,PG,19.5,NYK,60.5,1305.0,0.35050000000000003,16.35,0.639,0.16299999999999998,0.10250000000000001,0.179,0.1945,0.361,0.378,0.5545,0.2425,0.357,0.3075,0.3025,0.3115,0.7635000000000001,0.0125,4.0,0.181,0.3125,4,0,2018,1628373.0,Frank,Ntilikina,Frank Ntilikina,"Ntilikina, Frank",F. Ntilikina,frank-ntilikina,1998-07-28T00:00:00,Strasbourg IG,France,Strasbourg IG/France,76.0,200.0,6.0,Guard,Active,Y,1610612766.0,frank_ntilikina,2017.0,2023.0,N,Y,Y,2017,N,2,2,3,Yes
50,Gary Harris,SG,20.5,DEN,65.5,1579.0,0.38649999999999995,14.45,0.5685,0.294,0.079,0.08149999999999999,0.114,0.4315,0.46900000000000003,0.5465,0.352,0.41200000000000003,0.391,0.27899999999999997,0.5665,0.9239999999999999,0.0565,25.5,0.3365,0.245,0,0,2015,203914.0,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,76.0,210.0,9.0,Guard,Active,Y,1610612753.0,gary_harris,2014.0,2023.0,N,Y,Y,2014,N,1,3,4,Yes
51,Gary Trent Jr.,SG,20.5,POR,38.0,721.5,0.382,18.549999999999997,0.486,0.11199999999999999,0.0875,0.11,0.1765,0.514,0.4325,0.598,0.1665,0.3825,0.47,0.32799999999999996,0.402,0.8285,0.01,4.5,0.231,0.4555,0,0,2019,1629018.0,Gary,Trent Jr.,Gary Trent Jr.,"Trent Jr., Gary",G. Trent Jr.,gary-trent-jr,1999-01-18T00:00:00,Duke,USA,Duke/USA,77.0,204.0,5.0,Guard,Active,Y,1610612761.0,gary_trent_jr,2018.0,2023.0,Y,Y,Y,2018,N,1,3,2,No
52,Georges Niang,PF,23.5,IND,16.0,62.5,0.307,11.95,0.6515,0.244,0.307,0.087,0.014,0.34850000000000003,0.45199999999999996,0.47750000000000004,0.5415,0.0,0.0,0.0415,0.4375,0.5,0.0,0.0,0.5,0.1665,0,0,2017,1627777.0,Georges,Niang,Georges Niang,"Niang, Georges",G. Niang,georges-niang,1993-06-17T00:00:00,Iowa State,USA,Iowa State/USA,79.0,230.0,7.0,Forward,Active,Y,1610612739.0,georges_niang,2016.0,2023.0,Y,Y,Y,2016,N,1,1,4,Yes
53,Giannis Antetokounmpo,SF,19.5,MIL,79.0,2219.0,0.4525,9.0,0.831,0.491,0.138,0.056,0.14500000000000002,0.16899999999999998,0.47550000000000003,0.6094999999999999,0.22949999999999998,0.264,0.3065,0.253,0.5700000000000001,0.782,0.14450000000000002,78.0,0.14300000000000002,0.105,1,0,2014,203507.0,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,1994-12-06T00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,83.0,243.0,10.0,Forward,Active,Y,1610612749.0,giannis_antetokounmpo,2013.0,2023.0,N,Y,Y,2013,Y,2,3,4,Yes
54,Gorgui Dieng,C,24.5,MIN,66.5,1505.5,0.502,6.35,0.992,0.463,0.2535,0.1615,0.114,0.008,0.503,0.627,0.31999999999999995,0.5445,0.35,0.5835,0.6685,1.0,0.11599999999999999,38.0,0.0,0.0,0,0,2014,203476.0,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,gorgui-dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,82.0,248.0,11.0,Center,Inactive,N,1610612759.0,gorgui_dieng,2013.0,2022.0,N,Y,Y,2013,N,3,3,4,Yes
55,Grant Williams,PF,21.5,BOS,66.0,1090.5,0.4245,14.8,0.5115000000000001,0.2335,0.196,0.062,0.0195,0.48850000000000005,0.528,0.6305000000000001,0.525,0.249,0.2,0.311,0.651,0.9375,0.0325,6.5,0.4305,0.3695,2,0,2020,1629684.0,Grant,Williams,Grant Williams,"Williams, Grant",G. Williams,grant-williams,1998-11-30T00:00:00,Tennessee,USA,Tennessee/USA,78.0,236.0,4.0,Forward,Active,Y,1610612742.0,grant_williams,2019.0,2023.0,N,Y,Y,2019,N,3,3,4,Yes
56,Grayson Allen,SG,23.5,UTA,38.0,567.0,0.42100000000000004,17.2,0.441,0.154,0.1595,0.0915,0.035500000000000004,0.559,0.494,0.641,0.402,0.393,0.25,0.36350000000000005,0.5,0.96,0.0445,8.0,0.279,0.47800000000000004,1,0,2019,1628960.0,Grayson,Allen,Grayson Allen,"Allen, Grayson",G. Allen,grayson-allen,1995-10-08T00:00:00,Duke,USA,Duke/USA,76.0,198.0,5.0,Guard,Active,Y,1610612756.0,grayson_allen,2018.0,2023.0,Y,Y,Y,2018,N,1,3,3,No
57,Hamidou Diallo,SG,20.5,OKC,48.5,711.0,0.4505,7.35,0.831,0.5469999999999999,0.184,0.066,0.034,0.16899999999999998,0.4945,0.608,0.246,0.2665,0.5675,0.22400000000000003,0.615,0.969,0.1405,28.5,0.7235,0.2715,0,0,2019,1628977.0,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,hamidou-diallo,1998-07-31T00:00:00,Kentucky,USA,Kentucky/USA,77.0,202.0,5.0,Guard,Active,Y,1610612764.0,hamidou_diallo,2018.0,2023.0,Y,Y,Y,2018,N,2,2,3,Yes
58,Isaac Bonga,PG,19.5,LAL,44.0,685.0,0.328,10.6,0.7275,0.36750000000000005,0.241,0.0795,0.039,0.27249999999999996,0.38549999999999995,0.546,0.288,0.111,0.125,0.176,0.37950000000000006,0.5,0.0215,4.0,0.315,0.222,0,0,2019,1629067.0,Isaac,Bonga,Isaac Bonga,"Bonga, Isaac",I. Bonga,isaac-bonga,1999-11-08T00:00:00,Skyliners Frankfurt,Germany,Skyliners Frankfurt/Germany,80.0,180.0,5.0,Guard,Inactive,N,1610612761.0,isaac_bonga,2018.0,2021.0,Y,Y,Y,2018,N,1,2,3,Yes
59,Isaiah Canaan,PG,22.5,HOU,34.5,595.0,0.371,18.65,0.3585,0.201,0.0625,0.0185,0.07,0.6415,0.4115,0.481,0.325,0.15,0.35150000000000003,0.34850000000000003,0.263,0.647,0.0,0.0,0.23149999999999998,0.3605,0,0,2014,203477.0,Isaiah,Canaan,Isaiah Canaan,"Canaan, Isaiah",I. Canaan,isaiah-canaan,1991-05-21T00:00:00,Murray State,USA,Murray State/USA,72.0,200.0,6.0,Guard,Inactive,N,0.0,isaiah_canaan,2013.0,2018.0,Y,Y,Y,2013,N,1,1,1,No
60,Isaiah Roby,PF,21.5,OKC,32.0,718.0,0.2415,6.7,0.873,0.212,0.627,0.0255,0.008,0.127,0.2735,0.3215,0.211,0.2045,0.2145,0.147,0.277,0.453,0.057,22.0,0.087,0.237,0,0,2020,1629676.0,Isaiah,Roby,Isaiah Roby,"Roby, Isaiah",I. Roby,isaiah-roby,1998-02-03T00:00:00,Nebraska,USA,Nebraska/USA,80.0,230.0,5.0,Forward,Inactive,Y,1610612752.0,roby_isaiah,2019.0,2022.0,Y,Y,Y,2019,N,1,2,3,Yes
61,Ivica Zubac,C,19.5,LAL,40.5,509.5,0.5145,5.0,0.9895,0.4925,0.351,0.091,0.052,0.010499999999999999,0.52,0.6245,0.399,0.4095,0.2855,0.0,0.7290000000000001,0.0,0.14500000000000002,19.5,0.0,0.0,1,0,2017,1627826.0,Ivica,Zubac,Ivica Zubac,"Zubac, Ivica",I. Zubac,ivica-zubac,1997-03-18T00:00:00,Mega Basket,Croatia,Mega Basket/Croatia,84.0,240.0,7.0,Center,Active,Y,1610612746.0,ivica_zubac,2016.0,2023.0,Y,Y,Y,2016,N,3,3,3,No
62,Ja Morant,PG,20.5,MEM,65.0,2063.5,0.46299999999999997,10.1,0.7785,0.36550000000000005,0.2545,0.129,0.0295,0.2215,0.505,0.619,0.39049999999999996,0.4515,0.32,0.319,0.288,0.5765,0.0635,47.5,0.10250000000000001,0.37,4,0,2020,1629630.0,Ja,Morant,Ja Morant,"Morant, Ja",J. Morant,ja-morant,1999-08-10T00:00:00,Murray State,USA,Murray State/USA,74.0,174.0,4.0,Guard,Active,Y,1610612763.0,ja_morant,2019.0,2023.0,N,Y,Y,2019,N,2,2,3,Yes
63,Jalen McDaniels,SF,22.5,CHO,31.5,598.5,0.46950000000000003,11.6,0.6435,0.34750000000000003,0.22649999999999998,0.056499999999999995,0.0125,0.35650000000000004,0.5345,0.6439999999999999,0.391,0.36650000000000005,0.8335,0.354,0.5665,1.0,0.078,14.0,0.5485,0.381,1,0,2020,1629667.0,Jalen,McDaniels,Jalen McDaniels,"McDaniels, Jalen",J. McDaniels,jalen-mcdaniels,1998-01-31T00:00:00,San Diego State,USA,San Diego State/USA,81.0,190.0,4.0,Forward,Active,Y,1610612761.0,jalen_mcdaniels,2019.0,2023.0,Y,Y,Y,2019,N,2,3,4,Yes
64,Jamal Murray,SG,19.5,DEN,81.5,2164.5,0.4275,15.8,0.5589999999999999,0.21000000000000002,0.127,0.10300000000000001,0.1185,0.44099999999999995,0.484,0.6165,0.40449999999999997,0.4295,0.368,0.356,0.4405,0.7415,0.027999999999999997,22.0,0.172,0.434,8,0,2017,1627750.0,Jamal,Murray,Jamal Murray,"Murray, Jamal",J. Murray,jamal-murray,1997-02-23T00:00:00,Kentucky,Canada,Kentucky/Canada,76.0,215.0,6.0,Guard,Active,Y,1610612743.0,jamal_murray,2016.0,2023.0,N,Y,Y,2016,N,2,2,3,Yes
65,James Ennis III,SF,24.5,MIA,42.0,690.0,0.4435,13.5,0.5509999999999999,0.372,0.0745,0.0165,0.0875,0.449,0.485,0.591,0.23450000000000001,0.1665,0.268,0.387,0.657,0.91,0.095,15.0,0.36450000000000005,0.45599999999999996,1,0,2015,203516.0,James,Ennis III,James Ennis III,"Ennis III, James",J. Ennis III,james-ennis-iii,1990-07-01T00:00:00,Cal State-Long Beach,USA,California State-Long Beach/USA,78.0,215.0,8.0,Forward,Inactive,N,0.0,james_ennis_iii,2014.0,2021.0,Y,Y,Y,2013,N,2,2,4,Yes
66,Jarell Martin,PF,21.5,MEM,34.5,469.0,0.42500000000000004,8.75,0.9085,0.49150000000000005,0.1355,0.0845,0.1975,0.0915,0.4315,0.49849999999999994,0.275,0.55,0.325,0.18,0.6034999999999999,0.5,0.0825,8.0,0.3,0.2335,1,0,2016,1626185.0,Jarell,Martin,Jarell Martin,"Martin, Jarell",J. Martin,jarell-martin,1994-05-24T00:00:00,Louisiana State,USA,Louisiana State/USA,82.0,239.0,5.0,Forward,Inactive,N,1610612763.0,jarell_martin,2015.0,2018.0,Y,Y,Y,2015,N,2,2,4,Yes
67,Jarred Vanderbilt,PF,19.5,DEN,14.0,57.5,0.5495,4.2,0.911,0.7795000000000001,0.1055,0.0,0.0265,0.089,0.607,0.6645,0.125,0.0,0.0,0.0,0.6890000000000001,0.0,0.20400000000000001,2.5,1.0,0.0,0,0,2019,1629020.0,Jarred,Vanderbilt,Jarred Vanderbilt,"Vanderbilt, Jarred",J. Vanderbilt,jarred-vanderbilt,1999-04-03T00:00:00,Kentucky,USA,Kentucky/USA,80.0,214.0,5.0,Forward,Active,Y,1610612747.0,jarred_vanderbilt,2018.0,2023.0,Y,Y,Y,2018,N,2,3,3,No
68,Jarrett Culver,SG,20.5,MIN,48.5,1002.5,0.4075,11.1,0.6485000000000001,0.3925,0.218,0.020999999999999998,0.017,0.35150000000000003,0.479,0.593,0.3035,0.45599999999999996,0.111,0.272,0.4925,0.879,0.0805,23.0,0.22949999999999998,0.236,1,0,2020,1629633.0,Jarrett,Culver,Jarrett Culver,"Culver, Jarrett",J. Culver,jarrett-culver,1999-02-20T00:00:00,Texas Tech,USA,Texas Tech/USA,78.0,195.0,4.0,Guard-Forward,Inactive,N,0.0,jarrett_culver,2019.0,2022.0,Y,Y,Y,2019,N,2,2,2,No
69,Jaylen Brown,SF,20.5,BOS,74.0,1746.5,0.4595,12.05,0.65,0.38,0.133,0.0655,0.072,0.35,0.507,0.618,0.35150000000000003,0.37649999999999995,0.32899999999999996,0.368,0.5795,0.962,0.0775,42.0,0.366,0.432,2,0,2017,1627759.0,Jaylen,Brown,Jaylen Brown,"Brown, Jaylen",J. Brown,jaylen-brown,1996-10-24T00:00:00,California,USA,California/USA,78.0,223.0,7.0,Guard-Forward,Active,Y,1610612738.0,jaylen_brown,2016.0,2023.0,N,Y,Y,2016,N,2,2,3,Yes
70,Jaylen Nowell,SG,20.5,MIN,28.5,455.0,0.391,15.15,0.5305,0.22949999999999998,0.1745,0.0815,0.0455,0.46950000000000003,0.5449999999999999,0.5795,0.46950000000000003,0.5595,0.7085,0.224,0.5045,0.7335,0.036000000000000004,4.0,0.2505,0.2865,0,0,2020,1629669.0,Jaylen,Nowell,Jaylen Nowell,"Nowell, Jaylen",J. Nowell,jaylen-nowell,1999-07-09T00:00:00,Washington,USA,Washington/USA,76.0,201.0,4.0,Guard,Inactive,Y,0.0,jaylen_nowell,2019.0,2023.0,Y,Y,Y,2019,N,2,2,3,Yes
71,Jayson Tatum,SF,19.5,BOS,79.5,2449.0,0.4625,13.149999999999999,0.705,0.2905,0.12,0.1165,0.1785,0.295,0.4875,0.6535,0.29200000000000004,0.434,0.38449999999999995,0.40349999999999997,0.5309999999999999,0.8885000000000001,0.07050000000000001,59.5,0.25,0.4525,0,0,2018,1628369.0,Jayson,Tatum,Jayson Tatum,"Tatum, Jayson",J. Tatum,jayson-tatum,1998-03-03T00:00:00,Duke,USA,Duke/USA,80.0,210.0,6.0,Forward-Guard,Active,Y,1610612738.0,jayson_tatum,2017.0,2023.0,N,Y,Y,2017,N,2,3,4,Yes
72,Jeff Withey,C,23.5,NOP,47.5,471.5,0.5175000000000001,3.8,0.996,0.611,0.257,0.0935,0.0315,0.004,0.5195000000000001,0.588,0.339,0.5645,0.8335,0.0,0.835,0.0,0.17149999999999999,13.5,0.0,0.0,0,0,2014,203481.0,Jeff,Withey,Jeff Withey,"Withey, Jeff",J. Withey,jeff-withey,1990-03-07T00:00:00,Kansas,USA,Kansas/USA,84.0,230.0,5.0,Center,Inactive,N,0.0,jeff_withey,2013.0,2017.0,N,Y,Y,2013,N,2,2,3,Yes
73,Jerami Grant,SF,20.5,PHI,71.0,1721.5,0.38549999999999995,11.0,0.6565000000000001,0.406,0.1575,0.041999999999999996,0.051500000000000004,0.3435,0.43,0.5795,0.159,0.20500000000000002,0.268,0.277,0.649,0.99,0.10950000000000001,50.0,0.388,0.32999999999999996,0,0,2015,203924.0,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,jerami-grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,79.0,210.0,9.0,Forward,Active,Y,1610612757.0,jerami_grant,2014.0,2023.0,N,Y,Y,2014,N,1,3,3,No
74,Jerian Grant,PG,23.5,NYK,69.5,1146.5,0.4095,14.0,0.6495,0.27349999999999997,0.117,0.11,0.14800000000000002,0.35050000000000003,0.4635,0.5755,0.38549999999999995,0.41100000000000003,0.3765,0.293,0.3055,0.7615000000000001,0.0125,4.5,0.178,0.455,1,0,2016,1626170.0,Jerian,Grant,Jerian Grant,"Grant, Jerian",J. Grant,jerian-grant,1992-10-09T00:00:00,Notre Dame,USA,Notre Dame/USA,76.0,198.0,6.0,Guard,Inactive,N,1610612741.0,jerian_grant,2015.0,2019.0,Y,Y,Y,2015,N,1,3,4,Yes
75,Jevon Carter,PG,23.5,MEM,48.5,761.0,0.3595,18.8,0.42400000000000004,0.149,0.0655,0.08499999999999999,0.1245,0.5760000000000001,0.3335,0.391,0.2665,0.325,0.331,0.379,0.3315,0.7895000000000001,0.0045000000000000005,1.0,0.323,0.4075,2,0,2019,1628975.0,Jevon,Carter,Jevon Carter,"Carter, Jevon",J. Carter,jevon-carter,1995-09-14T00:00:00,West Virginia,USA,West Virginia/USA,73.0,200.0,5.0,Guard,Active,Y,1610612741.0,jevon_carter,2018.0,2023.0,Y,Y,Y,2018,N,1,1,2,Yes
76,Joe Harris,SG,23.5,CLE,28.0,254.0,0.325,21.95,0.15,0.0625,0.0335,0.021,0.0335,0.85,0.236,0.2665,0.1875,0.2,0.25,0.3095,0.3825,0.984,0.0,0.0,0.393,0.6890000000000001,0,0,2015,203925.0,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,joe-harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,78.0,220.0,9.0,Guard-Forward,Active,Y,1610612765.0,joe_harris,2014.0,2023.0,Y,Y,Y,2014,N,1,1,4,Yes
77,Joffrey Lauvergne,C,23.5,DEN,41.5,654.5,0.4585,8.15,0.8405,0.4555,0.2135,0.0545,0.11699999999999999,0.1595,0.5045000000000001,0.655,0.307,0.175,0.3255,0.2165,0.675,0.9615,0.114,23.0,0.4075,0.1,1,0,2015,203530.0,Joffrey,Lauvergne,Joffrey Lauvergne,"Lauvergne, Joffrey",J. Lauvergne,joffrey-lauvergne,1991-09-30T00:00:00,Khimki,France,Khimki/France,83.0,260.0,5.0,Center,Inactive,N,1610612743.0,joffrey_lauvergne,2014.0,2017.0,N,Y,Y,2013,N,3,3,3,No
78,Jordan Clarkson,PG,22.5,LAL,69.0,2014.0,0.4405,12.2,0.753,0.274,0.189,0.106,0.185,0.247,0.475,0.6005,0.399,0.4275,0.385,0.3305,0.29200000000000004,0.747,0.0305,21.5,0.14500000000000002,0.314,0,0,2015,203903.0,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,75.0,194.0,9.0,Guard,Active,Y,1610612762.0,jordan_clarkson,2014.0,2023.0,Y,Y,Y,2014,N,3,3,3,No
79,Jordan McRae,PG,24.5,TOT,29.5,289.5,0.4115,13.149999999999999,0.6890000000000001,0.291,0.127,0.153,0.118,0.311,0.4165,0.5255,0.26749999999999996,0.267,0.45,0.404,0.2915,0.722,0.0295,2.5,0.3195,0.4145,0,0,2016,203895.0,Jordan,McRae,Jordan McRae,"McRae, Jordan",J. McRae,jordan-mcrae,1991-03-28T00:00:00,Tennessee,USA,Tennessee/USA,77.0,179.0,5.0,Guard,Inactive,N,1610612764.0,jordan_mcrae,2015.0,2019.0,Y,Y,Y,2014,N,2,2,4,Yes
80,Josh Hart,SG,22.5,LAL,65.0,1588.0,0.43799999999999994,16.05,0.44199999999999995,0.28900000000000003,0.062,0.0555,0.0355,0.558,0.531,0.671,0.251,0.261,0.3105,0.366,0.6775,0.93,0.0305,13.0,0.21600000000000003,0.444,0,0,2018,1628404.0,Josh,Hart,Josh Hart,"Hart, Josh",J. Hart,josh-hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,76.0,215.0,6.0,Guard,Active,Y,1610612752.0,josh_hart,2017.0,2023.0,Y,Y,Y,2017,N,3,3,3,No
81,Josh Jackson,SF,20.5,PHO,78.0,1973.5,0.415,11.2,0.7495,0.33399999999999996,0.2005,0.10350000000000001,0.112,0.2505,0.4545,0.556,0.37150000000000005,0.37,0.384,0.2935,0.4195,0.901,0.0795,57.5,0.262,0.2855,3,0,2018,1628367.0,Josh,Jackson,Josh Jackson,"Jackson, Josh",J. Jackson,josh-jackson,1997-02-10T00:00:00,Kansas,USA,Kansas/USA,80.0,207.0,6.0,Guard-Forward,Inactive,N,1610612758.0,josh_jackson,2017.0,2021.0,Y,Y,Y,2017,N,2,2,4,Yes
82,Josh Okogie,SG,20.5,MIN,68.0,1652.0,0.4065,12.85,0.595,0.36,0.147,0.0435,0.045,0.405,0.49650000000000005,0.6355,0.256,0.33199999999999996,0.1365,0.2725,0.6020000000000001,0.9385,0.083,34.0,0.3195,0.3315,1,0,2019,1629006.0,Josh,Okogie,Josh Okogie,"Okogie, Josh",J. Okogie,josh-okogie,1998-09-01T00:00:00,Georgia Tech,Nigeria,Georgia Tech/Nigeria,76.0,213.0,5.0,Guard,Active,Y,1610612756.0,josh_okogie,2018.0,2023.0,N,Y,Y,2018,N,2,2,2,No
83,Josh Richardson,SG,22.5,MIA,52.5,1360.5,0.42300000000000004,15.899999999999999,0.5675,0.2,0.1015,0.10550000000000001,0.1605,0.4325,0.445,0.579,0.359,0.393,0.3735,0.3955,0.384,0.9475,0.04,12.5,0.304,0.5125,0,0,2016,1626196.0,Josh,Richardson,Josh Richardson,"Richardson, Josh",J. Richardson,josh-richardson,1993-09-15T00:00:00,Tennessee,USA,Tennessee/USA,77.0,200.0,8.0,Guard,Active,Y,1610612748.0,josh_richardson,2015.0,2023.0,Y,Y,Y,2015,N,3,3,2,No
84,Julius Randle,PF,20.5,LAL,41.0,1150.0,0.381,7.85,0.9784999999999999,0.40349999999999997,0.2905,0.0395,0.2445,0.0215,0.3845,0.284,0.681,0.1135,0.127,0.139,0.2255,0.35,0.0385,30.0,0.0555,0.0,0,0,2015,203944.0,Julius,Randle,Julius Randle,"Randle, Julius",J. Randle,julius-randle,1994-11-29T00:00:00,Kentucky,USA,Kentucky/USA,80.0,250.0,9.0,Forward-Center,Active,Y,1610612752.0,julius_randle,2014.0,2023.0,N,Y,Y,2014,N,1,2,4,Yes
85,Justin Patton,C,20.5,MIN,2.0,12.5,0.393,8.25,0.857,0.2855,0.25,0.3215,0.0,0.143,0.45,0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.0715,0.5,0.0,0.0,0,0,2018,1628383.0,Justin,Patton,Justin Patton,"Patton, Justin",J. Patton,justin-patton,1997-06-14T00:00:00,Creighton,USA,Creighton/USA,83.0,241.0,4.0,Center,Inactive,N,0.0,justin_patton,2017.0,2020.0,Y,Y,Y,2017,N,1,1,3,Yes
86,Justise Winslow,SF,19.5,MIA,48.0,1428.5,0.389,10.55,0.7965,0.356,0.2165,0.0505,0.1745,0.20350000000000001,0.4275,0.5235,0.381,0.246,0.33099999999999996,0.23800000000000002,0.493,0.9844999999999999,0.042499999999999996,13.0,0.6579999999999999,0.2815,2,0,2016,1626159.0,Justise,Winslow,Justise Winslow,"Winslow, Justise",J. Winslow,justise-winslow,1996-03-26T00:00:00,Duke,USA,Duke/USA,78.0,222.0,9.0,Forward-Guard,Inactive,N,1610612757.0,justise_winslow,2015.0,2022.0,Y,Y,Y,2015,N,2,2,1,No
87,Keldon Johnson,SF,20.5,SAS,43.0,1134.5,0.5375,9.899999999999999,0.748,0.40900000000000003,0.234,0.062,0.043,0.252,0.5640000000000001,0.6815,0.4225,0.393,0.5145,0.46099999999999997,0.649,0.9585,0.0345,14.5,0.46,0.406,1,0,2020,1629640.0,Keldon,Johnson,Keldon Johnson,"Johnson, Keldon",K. Johnson,keldon-johnson,1999-10-11T00:00:00,Kentucky,USA,Kentucky/USA,77.0,220.0,4.0,Forward-Guard,Active,Y,1610612759.0,keldon_johnson,2019.0,2023.0,Y,Y,Y,2019,N,3,3,2,No
88,Kelly Oubre Jr.,SF,20.5,WAS,71.0,1138.0,0.424,12.8,0.6005,0.3735,0.1185,0.046,0.0635,0.39949999999999997,0.506,0.607,0.333,0.5,0.2025,0.3015,0.534,0.9904999999999999,0.1075,30.0,0.361,0.2445,1,0,2016,1626162.0,Kelly,Oubre Jr.,Kelly Oubre Jr.,"Oubre Jr., Kelly",K. Oubre Jr.,kelly-oubre-jr,1995-12-09T00:00:00,Kansas,USA,Kansas/USA,79.0,203.0,8.0,Forward-Guard,Active,Y,1610612755.0,kelly_oubre_jr,2015.0,2023.0,N,Y,Y,2015,N,2,3,2,No
