,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P_FGA%,0-3_FGA%,3-10_FGA%,10-16_FGA%,16-3P_FGA%,3P_FGA%,2P_FG%,0-3_FG%,3-10_FG%,10-16_FG%,16-3P_FG%,3P_FG%,2P_FGast,3P_FGast,Dunks_%FGA,Dunks_#,Corner_%3PA,Corner_3P%,Heaves_Att.,Heaves_#,Year,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,GREATEST_75_FLAG,Quartile,FIRST_2,NEXT_2,Improved
44,Elfrid Payton,PG,20.5,ORL,77.5,2317.0,0.4305,7.6000000000000005,0.9075,0.4345,0.2565,0.1035,0.11249999999999999,0.0925,0.443,0.5489999999999999,0.3785,0.34199999999999997,0.2985,0.29400000000000004,0.23199999999999998,0.921,0.0285,18.0,0.2965,0.34650000000000003,0,0,2015,203901.0,Elfrid,Payton,Elfrid Payton,"Payton, Elfrid",E. Payton,elfrid-payton,1994-02-22T00:00:00,Louisana-Lafayette,USA,Louisana-Lafayette/USA,75.0,195.0,9.0,Guard,Inactive,N,1610612756.0,elfrid_payton,2014.0,2021.0,Y,Y,Y,2014,N,2,3,2,No
45,Emmanuel Mudiay,PG,19.5,DEN,61.5,1737.0,0.3705,12.649999999999999,0.7105,0.32799999999999996,0.115,0.1285,0.14,0.2895,0.39349999999999996,0.49,0.291,0.2865,0.333,0.317,0.32699999999999996,0.8205,0.0215,13.0,0.143,0.2875,1,0,2016,1626144.0,Emmanuel,Mudiay,Emmanuel Mudiay,"Mudiay, Emmanuel",E. Mudiay,emmanuel-mudiay,1996-03-05T00:00:00,Guangdong,Democratic Republic of the Congo,Guangdong/Democratic Republic of the Congo,75.0,200.0,7.0,Guard,Inactive,N,0.0,emmanuel_mudiay,2015.0,2021.0,Y,Y,Y,2015,N,2,2,2,No
46,Frank Jackson,PG,20.5,NOP,60.0,983.0,0.4195,13.9,0.5934999999999999,0.28300000000000003,0.157,0.0975,0.0555,0.4065,0.486,0.6080000000000001,0.355,0.4555,0.23399999999999999,0.32,0.5660000000000001,0.8905000000000001,0.016,6.5,0.394,0.3365,0,0,2019,1628402.0,Frank,Jackson,Frank Jackson,"Jackson, Frank",F. Jackson,frank-jackson,1998-05-04T00:00:00,Duke,USA,Duke/USA,75.0,205.0,5.0,Guard,Inactive,N,0.0,frank_jackson,2017.0,2022.0,Y,Y,Y,2017,N,2,2,4,Yes
47,Frank Kaminsky,C,22.5,CHO,78.0,1831.0,0.40449999999999997,13.85,0.587,0.2725,0.2,0.056999999999999995,0.0565,0.41300000000000003,0.455,0.5549999999999999,0.4175,0.27149999999999996,0.317,0.3325,0.6025,0.9924999999999999,0.0245,13.5,0.1195,0.314,1,0,2016,1626163.0,Frank,Kaminsky,Frank Kaminsky,"Kaminsky, Frank",F. Kaminsky,frank-kaminsky,1993-04-04T00:00:00,Wisconsin,USA,Wisconsin/USA,84.0,240.0,9.0,Forward-Center,Inactive,N,1610612745.0,frank_kaminsky,2015.0,2022.0,N,Y,Y,2015,N,3,3,4,Yes
48,Frank Mason III,PG,23.5,SAC,45.0,709.5,0.39949999999999997,13.45,0.6975,0.2845,0.1605,0.0975,0.155,0.3025,0.4635,0.537,0.4245,0.377,0.4235,0.2895,0.27749999999999997,0.385,0.0045000000000000005,0.5,0.0995,0.25,4,0,2018,1628412.0,Frank,Mason III,Frank Mason III,"Mason III, Frank",F. Mason III,frank-mason-iii,1994-04-03T00:00:00,Kansas,USA,Kansas/USA,71.0,190.0,5.0,Guard,Inactive,N,0.0,frank_mason,2017.0,2020.0,Y,Y,Y,2017,N,3,3,4,Yes
49,Frank Ntilikina,PG,19.5,NYK,60.5,1305.0,0.35050000000000003,16.35,0.639,0.16299999999999998,0.10250000000000001,0.179,0.1945,0.361,0.378,0.5545,0.2425,0.357,0.3075,0.3025,0.3115,0.7635000000000001,0.0125,4.0,0.181,0.3125,4,0,2018,1628373.0,Frank,Ntilikina,Frank Ntilikina,"Ntilikina, Frank",F. Ntilikina,frank-ntilikina,1998-07-28T00:00:00,Strasbourg IG,France,Strasbourg IG/France,76.0,200.0,6.0,Guard,Active,Y,1610612766.0,frank_ntilikina,2017.0,2023.0,N,Y,Y,2017,N,2,2,4,Yes
50,Furkan Korkmaz,SG,20.5,PHI,31.0,379.5,0.34299999999999997,19.0,0.40249999999999997,0.137,0.0865,0.0985,0.08,0.5974999999999999,0.389,0.866,0.2,0.159,0.154,0.31,0.49,0.9895,0.0385,4.5,0.1495,0.1925,0,0,2018,1627788.0,Furkan,Korkmaz,Furkan Korkmaz,"Korkmaz, Furkan",F. Korkmaz,furkan-korkmaz,1997-07-24T00:00:00,Anadolu Efes,Turkey,Anadolu Efes/Turkey,79.0,202.0,6.0,Guard-Forward,Active,Y,1610612755.0,furkan_korkmaz,2017.0,2023.0,Y,Y,Y,2016,N,2,2,4,Yes
51,Gary Harris,SG,20.5,DEN,65.5,1579.0,0.38649999999999995,14.45,0.5685,0.294,0.079,0.08149999999999999,0.114,0.4315,0.46900000000000003,0.5465,0.352,0.41200000000000003,0.391,0.27899999999999997,0.5665,0.9239999999999999,0.0565,25.5,0.3365,0.245,0,0,2015,203914.0,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,76.0,210.0,9.0,Guard,Active,Y,1610612753.0,gary_harris,2014.0,2023.0,N,Y,Y,2014,N,2,3,4,Yes
52,Georges Niang,PF,23.5,IND,16.0,62.5,0.307,11.95,0.6515,0.244,0.307,0.087,0.014,0.34850000000000003,0.45199999999999996,0.47750000000000004,0.5415,0.0,0.0,0.0415,0.4375,0.5,0.0,0.0,0.5,0.1665,0,0,2017,1627777.0,Georges,Niang,Georges Niang,"Niang, Georges",G. Niang,georges-niang,1993-06-17T00:00:00,Iowa State,USA,Iowa State/USA,79.0,230.0,7.0,Forward,Active,Y,1610612739.0,georges_niang,2016.0,2023.0,Y,Y,Y,2016,N,1,1,4,Yes
53,Giannis Antetokounmpo,SF,19.5,MIL,79.0,2219.0,0.4525,9.0,0.831,0.491,0.138,0.056,0.14500000000000002,0.16899999999999998,0.47550000000000003,0.6094999999999999,0.22949999999999998,0.264,0.3065,0.253,0.5700000000000001,0.782,0.14450000000000002,78.0,0.14300000000000002,0.105,1,0,2014,203507.0,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,1994-12-06T00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,83.0,243.0,10.0,Forward,Active,Y,1610612749.0,giannis_antetokounmpo,2013.0,2023.0,N,Y,Y,2013,Y,3,3,2,No
54,Goga Bitadze,C,20.5,IND,49.5,516.0,0.4475,13.2,0.6565,0.3035,0.179,0.096,0.0785,0.3435,0.5609999999999999,0.736,0.4085,0.4665,0.25,0.2215,0.737,1.0,0.0955,15.5,0.073,0.125,1,0,2020,1629048.0,Goga,Bitadze,Goga Bitadze,"Bitadze, Goga",G. Bitadze,goga-bitadze,1999-07-20T00:00:00,Mega Basket,Georgia,Mega Basket/Georgia,82.0,250.0,4.0,Center-Forward,Active,Y,1610612753.0,goga_bitadze,2019.0,2023.0,Y,Y,Y,2019,N,1,1,2,Yes
55,Grant Williams,PF,21.5,BOS,66.0,1090.5,0.4245,14.8,0.5115000000000001,0.2335,0.196,0.062,0.0195,0.48850000000000005,0.528,0.6305000000000001,0.525,0.249,0.2,0.311,0.651,0.9375,0.0325,6.5,0.4305,0.3695,2,0,2020,1629684.0,Grant,Williams,Grant Williams,"Williams, Grant",G. Williams,grant-williams,1998-11-30T00:00:00,Tennessee,USA,Tennessee/USA,78.0,236.0,4.0,Forward,Active,Y,1610612742.0,grant_williams,2019.0,2023.0,N,Y,Y,2019,N,1,3,4,Yes
56,Hamidou Diallo,SG,20.5,OKC,48.5,711.0,0.4505,7.35,0.831,0.5469999999999999,0.184,0.066,0.034,0.16899999999999998,0.4945,0.608,0.246,0.2665,0.5675,0.22400000000000003,0.615,0.969,0.1405,28.5,0.7235,0.2715,0,0,2019,1628977.0,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,hamidou-diallo,1998-07-31T00:00:00,Kentucky,USA,Kentucky/USA,77.0,202.0,5.0,Guard,Active,Y,1610612764.0,hamidou_diallo,2018.0,2023.0,Y,Y,Y,2018,N,1,2,3,Yes
57,Henry Ellenson,PF,20.5,DET,28.5,237.5,0.361,16.1,0.521,0.1915,0.15,0.068,0.119,0.479,0.41600000000000004,0.6965,0.28800000000000003,0.1155,0.275,0.3095,0.535,1.0,0.0105,1.5,0.194,0.2375,0,0,2017,1627740.0,Henry,Ellenson,Henry Ellenson,"Ellenson, Henry",H. Ellenson,henry-ellenson,1997-01-13T00:00:00,Marquette,USA,Marquette/USA,82.0,240.0,5.0,Forward-Center,Inactive,N,0.0,henry_ellenson,2016.0,2020.0,Y,Y,Y,2016,N,2,3,4,Yes
58,Isaac Bonga,PG,19.5,LAL,44.0,685.0,0.328,10.6,0.7275,0.36750000000000005,0.241,0.0795,0.039,0.27249999999999996,0.38549999999999995,0.546,0.288,0.111,0.125,0.176,0.37950000000000006,0.5,0.0215,4.0,0.315,0.222,0,0,2019,1629067.0,Isaac,Bonga,Isaac Bonga,"Bonga, Isaac",I. Bonga,isaac-bonga,1999-11-08T00:00:00,Skyliners Frankfurt,Germany,Skyliners Frankfurt/Germany,80.0,180.0,5.0,Guard,Inactive,N,1610612761.0,isaac_bonga,2018.0,2021.0,Y,Y,Y,2018,N,1,3,2,No
59,Isaiah Hartenstein,PF,20.5,HOU,25.5,243.5,0.5725,4.800000000000001,0.8895,0.6995,0.175,0.015,0.0,0.11049999999999999,0.612,0.6815,0.3515,0.25,0.0,0.1665,0.8254999999999999,0.5,0.2235,10.0,0.2665,0.25,0,0,2019,1628392.0,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,84.0,250.0,5.0,Center-Forward,Active,Y,1610612752.0,isaiah_hartenstein,2018.0,2023.0,Y,Y,Y,2017,N,2,2,4,Yes
60,Isaiah Roby,PF,21.5,OKC,32.0,718.0,0.2415,6.7,0.873,0.212,0.627,0.0255,0.008,0.127,0.2735,0.3215,0.211,0.2045,0.2145,0.147,0.277,0.453,0.057,22.0,0.087,0.237,0,0,2020,1629676.0,Isaiah,Roby,Isaiah Roby,"Roby, Isaiah",I. Roby,isaiah-roby,1998-02-03T00:00:00,Nebraska,USA,Nebraska/USA,80.0,230.0,5.0,Forward,Inactive,Y,1610612752.0,roby_isaiah,2019.0,2022.0,Y,Y,Y,2019,N,1,2,4,Yes
61,Ivica Zubac,C,19.5,LAL,40.5,509.5,0.5145,5.0,0.9895,0.4925,0.351,0.091,0.052,0.010499999999999999,0.52,0.6245,0.399,0.4095,0.2855,0.0,0.7290000000000001,0.0,0.14500000000000002,19.5,0.0,0.0,1,0,2017,1627826.0,Ivica,Zubac,Ivica Zubac,"Zubac, Ivica",I. Zubac,ivica-zubac,1997-03-18T00:00:00,Mega Basket,Croatia,Mega Basket/Croatia,84.0,240.0,7.0,Center,Active,Y,1610612746.0,ivica_zubac,2016.0,2023.0,Y,Y,Y,2016,N,1,1,1,No
62,Ja Morant,PG,20.5,MEM,65.0,2063.5,0.46299999999999997,10.1,0.7785,0.36550000000000005,0.2545,0.129,0.0295,0.2215,0.505,0.619,0.39049999999999996,0.4515,0.32,0.319,0.288,0.5765,0.0635,47.5,0.10250000000000001,0.37,4,0,2020,1629630.0,Ja,Morant,Ja Morant,"Morant, Ja",J. Morant,ja-morant,1999-08-10T00:00:00,Murray State,USA,Murray State/USA,74.0,174.0,4.0,Guard,Active,Y,1610612763.0,ja_morant,2019.0,2023.0,N,Y,Y,2019,N,3,3,3,No
63,Jabari Parker,PF,19.5,MIL,50.5,1573.0,0.4915,7.7,0.95,0.4455,0.176,0.1385,0.1905,0.05,0.504,0.687,0.3005,0.4205,0.336,0.2535,0.6275,0.764,0.1625,86.0,0.4135,0.339,0,0,2015,203953.0,Jabari,Parker,Jabari Parker,"Parker, Jabari",J. Parker,jabari-parker,1995-03-15T00:00:00,Duke,USA,Duke/USA,79.0,245.0,8.0,Forward,Inactive,N,0.0,jabari_parker,2014.0,2021.0,N,Y,Y,2014,N,2,2,4,Yes
64,Jahlil Okafor,C,20.5,PHI,51.5,1362.5,0.511,6.1,0.996,0.401,0.35050000000000003,0.1765,0.067,0.004,0.5125,0.6865,0.436,0.3675,0.2715,0.0835,0.419,0.5,0.052500000000000005,31.0,0.0835,0.0,0,0,2016,1626143.0,Jahlil,Okafor,Jahlil Okafor,"Okafor, Jahlil",J. Okafor,jahlil-okafor,1995-12-15T00:00:00,Duke,USA,Duke/USA,82.0,270.0,7.0,Center-Forward,Inactive,N,1610612755.0,jahlil_okafor,2015.0,2020.0,Y,Y,Y,2015,N,1,1,2,Yes
65,Jake Layman,SF,22.5,POR,35.0,204.5,0.295,16.95,0.5005,0.202,0.081,0.064,0.153,0.49949999999999994,0.356,0.5854999999999999,0.2,0.35,0.21449999999999997,0.2275,0.6459999999999999,0.9615,0.065,3.5,0.223,0.35,1,0,2017,1627774.0,Jake,Layman,Jake Layman,"Layman, Jake",J. Layman,jake-layman,1994-03-07T00:00:00,Maryland,USA,Maryland/USA,80.0,209.0,7.0,Forward,Inactive,N,1610612750.0,jake_layman,2016.0,2021.0,Y,Y,Y,2016,N,2,2,2,No
66,Jalen Brunson,PG,22.5,DAL,65.0,1306.5,0.4665,13.45,0.6855,0.198,0.2415,0.15000000000000002,0.096,0.3145,0.519,0.665,0.47050000000000003,0.47550000000000003,0.3975,0.353,0.2885,0.788,0.0045,2.0,0.263,0.3295,0,0,2019,1628973.0,Jalen,Brunson,Jalen Brunson,"Brunson, Jalen",J. Brunson,jalen-brunson,1996-08-31T00:00:00,Villanova,USA,Villanova/USA,74.0,190.0,5.0,Guard,Active,Y,1610612752.0,jalen_brunson,2018.0,2023.0,N,Y,Y,2018,N,3,3,4,Yes
67,Jalen McDaniels,SF,22.5,CHO,31.5,598.5,0.46950000000000003,11.6,0.6435,0.34750000000000003,0.22649999999999998,0.056499999999999995,0.0125,0.35650000000000004,0.5345,0.6439999999999999,0.391,0.36650000000000005,0.8335,0.354,0.5665,1.0,0.078,14.0,0.5485,0.381,1,0,2020,1629667.0,Jalen,McDaniels,Jalen McDaniels,"McDaniels, Jalen",J. McDaniels,jalen-mcdaniels,1998-01-31T00:00:00,San Diego State,USA,San Diego State/USA,81.0,190.0,4.0,Forward,Active,Y,1610612761.0,jalen_mcdaniels,2019.0,2023.0,Y,Y,Y,2019,N,3,3,4,Yes
68,James Young,SG,19.5,BOS,30.0,265.5,0.3295,20.0,0.3155,0.11850000000000001,0.052500000000000005,0.051500000000000004,0.093,0.6845,0.514,0.6000000000000001,0.7,0.4165,0.2105,0.2445,0.721,0.9704999999999999,0.01,1.0,0.31,0.1225,0,0,2015,203923.0,James,Young,James Young,"Young, James",J. Young,james-young,1995-08-16T00:00:00,Kentucky,USA,Kentucky/USA,78.0,215.0,5.0,Guard-Forward,Inactive,N,0.0,james_young,2014.0,2017.0,Y,Y,Y,2014,N,2,2,3,Yes
69,Jarell Martin,PF,21.5,MEM,34.5,469.0,0.42500000000000004,8.75,0.9085,0.49150000000000005,0.1355,0.0845,0.1975,0.0915,0.4315,0.49849999999999994,0.275,0.55,0.325,0.18,0.6034999999999999,0.5,0.0825,8.0,0.3,0.2335,1,0,2016,1626185.0,Jarell,Martin,Jarell Martin,"Martin, Jarell",J. Martin,jarell-martin,1994-05-24T00:00:00,Louisiana State,USA,Louisiana State/USA,82.0,239.0,5.0,Forward,Inactive,N,1610612763.0,jarell_martin,2015.0,2018.0,Y,Y,Y,2015,N,1,3,3,No
70,Jarred Vanderbilt,PF,19.5,DEN,14.0,57.5,0.5495,4.2,0.911,0.7795000000000001,0.1055,0.0,0.0265,0.089,0.607,0.6645,0.125,0.0,0.0,0.0,0.6890000000000001,0.0,0.20400000000000001,2.5,1.0,0.0,0,0,2019,1629020.0,Jarred,Vanderbilt,Jarred Vanderbilt,"Vanderbilt, Jarred",J. Vanderbilt,jarred-vanderbilt,1999-04-03T00:00:00,Kentucky,USA,Kentucky/USA,80.0,214.0,5.0,Forward,Active,Y,1610612747.0,jarred_vanderbilt,2018.0,2023.0,Y,Y,Y,2018,N,1,1,1,No
71,Jarrett Allen,C,19.5,BRK,76.0,1768.5,0.5894999999999999,4.0,0.9415,0.673,0.226,0.0295,0.0125,0.058499999999999996,0.614,0.7115,0.382,0.25,0.1665,0.233,0.8365,1.0,0.348,143.5,0.867,0.2695,2,1,2018,1628386.0,Jarrett,Allen,Jarrett Allen,"Allen, Jarrett",J. Allen,jarrett-allen,1998-04-21T00:00:00,Texas,USA,Texas/USA,81.0,243.0,6.0,Center,Active,Y,1610612739.0,jarrett_allen,2017.0,2023.0,N,Y,Y,2017,N,3,3,2,No
72,Jarrett Culver,SG,20.5,MIN,48.5,1002.5,0.4075,11.1,0.6485000000000001,0.3925,0.218,0.020999999999999998,0.017,0.35150000000000003,0.479,0.593,0.3035,0.45599999999999996,0.111,0.272,0.4925,0.879,0.0805,23.0,0.22949999999999998,0.236,1,0,2020,1629633.0,Jarrett,Culver,Jarrett Culver,"Culver, Jarrett",J. Culver,jarrett-culver,1999-02-20T00:00:00,Texas Tech,USA,Texas Tech/USA,78.0,195.0,4.0,Guard-Forward,Inactive,N,0.0,jarrett_culver,2019.0,2022.0,Y,Y,Y,2019,N,2,2,2,No
73,Jaylen Nowell,SG,20.5,MIN,28.5,455.0,0.391,15.15,0.5305,0.22949999999999998,0.1745,0.0815,0.0455,0.46950000000000003,0.5449999999999999,0.5795,0.46950000000000003,0.5595,0.7085,0.224,0.5045,0.7335,0.036000000000000004,4.0,0.2505,0.2865,0,0,2020,1629669.0,Jaylen,Nowell,Jaylen Nowell,"Nowell, Jaylen",J. Nowell,jaylen-nowell,1999-07-09T00:00:00,Washington,USA,Washington/USA,76.0,201.0,4.0,Guard,Inactive,Y,0.0,jaylen_nowell,2019.0,2023.0,Y,Y,Y,2019,N,1,2,4,Yes
74,Jeff Withey,C,23.5,NOP,47.5,471.5,0.5175000000000001,3.8,0.996,0.611,0.257,0.0935,0.0315,0.004,0.5195000000000001,0.588,0.339,0.5645,0.8335,0.0,0.835,0.0,0.17149999999999999,13.5,0.0,0.0,0,0,2014,203481.0,Jeff,Withey,Jeff Withey,"Withey, Jeff",J. Withey,jeff-withey,1990-03-07T00:00:00,Kansas,USA,Kansas/USA,84.0,230.0,5.0,Center,Inactive,N,0.0,jeff_withey,2013.0,2017.0,N,Y,Y,2013,N,1,1,1,No
75,Jerami Grant,SF,20.5,PHI,71.0,1721.5,0.38549999999999995,11.0,0.6565000000000001,0.406,0.1575,0.041999999999999996,0.051500000000000004,0.3435,0.43,0.5795,0.159,0.20500000000000002,0.268,0.277,0.649,0.99,0.10950000000000001,50.0,0.388,0.32999999999999996,0,0,2015,203924.0,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,jerami-grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,79.0,210.0,9.0,Forward,Active,Y,1610612757.0,jerami_grant,2014.0,2023.0,N,Y,Y,2014,N,2,2,3,Yes
76,Jerian Grant,PG,23.5,NYK,69.5,1146.5,0.4095,14.0,0.6495,0.27349999999999997,0.117,0.11,0.14800000000000002,0.35050000000000003,0.4635,0.5755,0.38549999999999995,0.41100000000000003,0.3765,0.293,0.3055,0.7615000000000001,0.0125,4.5,0.178,0.455,1,0,2016,1626170.0,Jerian,Grant,Jerian Grant,"Grant, Jerian",J. Grant,jerian-grant,1992-10-09T00:00:00,Notre Dame,USA,Notre Dame/USA,76.0,198.0,6.0,Guard,Inactive,N,1610612741.0,jerian_grant,2015.0,2019.0,Y,Y,Y,2015,N,2,3,3,No
77,Joel Embiid,C,22.5,PHI,47.0,1349.0,0.47450000000000003,11.149999999999999,0.7845,0.3085,0.1835,0.195,0.096,0.21550000000000002,0.511,0.6839999999999999,0.3765,0.40049999999999997,0.45299999999999996,0.3375,0.48450000000000004,0.948,0.076,53.5,0.0355,0.182,0,0,2017,203954.0,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,84.0,280.0,7.0,Center-Forward,Active,Y,1610612755.0,joel_embiid,2014.0,2023.0,N,Y,Y,2014,N,3,3,2,No
78,Joffrey Lauvergne,C,23.5,DEN,41.5,654.5,0.4585,8.15,0.8405,0.4555,0.2135,0.0545,0.11699999999999999,0.1595,0.5045000000000001,0.655,0.307,0.175,0.3255,0.2165,0.675,0.9615,0.114,23.0,0.4075,0.1,1,0,2015,203530.0,Joffrey,Lauvergne,Joffrey Lauvergne,"Lauvergne, Joffrey",J. Lauvergne,joffrey-lauvergne,1991-09-30T00:00:00,Khimki,France,Khimki/France,83.0,260.0,5.0,Center,Inactive,N,1610612743.0,joffrey_lauvergne,2014.0,2017.0,N,Y,Y,2013,N,2,2,3,Yes
79,John Collins,PF,20.5,ATL,67.5,1807.0,0.5680000000000001,6.65,0.8620000000000001,0.5660000000000001,0.178,0.08499999999999999,0.034,0.138,0.6034999999999999,0.733,0.355,0.38849999999999996,0.2295,0.344,0.7344999999999999,1.0,0.244,140.0,0.5165,0.4215,2,0,2018,1628381.0,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,81.0,226.0,6.0,Forward-Center,Active,Y,1610612762.0,john_collins,2017.0,2023.0,N,Y,Y,2017,N,3,3,4,Yes
80,Jonathan Isaac,PF,20.5,ORL,51.0,1266.0,0.404,14.25,0.624,0.241,0.106,0.1375,0.1385,0.376,0.452,0.728,0.4535,0.23149999999999998,0.2605,0.3355,0.66,0.994,0.1,31.0,0.39449999999999996,0.2965,0,0,2018,1628371.0,Jonathan,Isaac,Jonathan Isaac,"Isaac, Jonathan",J. Isaac,jonathan-isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,82.0,230.0,4.0,Forward,Active,Y,1610612753.0,jonathan_isaac,2017.0,2023.0,Y,Y,Y,2017,N,3,3,4,Yes
81,Jordan Bell,C,23.5,GSW,62.5,798.5,0.5715,6.05,0.984,0.5934999999999999,0.1195,0.13749999999999998,0.1335,0.016,0.581,0.694,0.399,0.5435,0.327,0.0,0.735,0.0,0.245,38.0,0.0,0.0,0,0,2018,1628395.0,Jordan,Bell,Jordan Bell,"Bell, Jordan",J. Bell,jordan-bell,1995-01-07T00:00:00,Oregon,USA,Oregon/USA,79.0,216.0,6.0,Forward,Inactive,N,0.0,jordan_bell,2017.0,2021.0,Y,Y,Y,2017,N,1,1,2,Yes
82,Jordan Clarkson,PG,22.5,LAL,69.0,2014.0,0.4405,12.2,0.753,0.274,0.189,0.106,0.185,0.247,0.475,0.6005,0.399,0.4275,0.385,0.3305,0.29200000000000004,0.747,0.0305,21.5,0.14500000000000002,0.314,0,0,2015,203903.0,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,75.0,194.0,9.0,Guard,Active,Y,1610612762.0,jordan_clarkson,2014.0,2023.0,Y,Y,Y,2014,N,2,3,3,No
83,Jordan Poole,SG,20.5,GSW,54.0,1131.0,0.3825,18.85,0.44499999999999995,0.1385,0.1135,0.08399999999999999,0.109,0.5549999999999999,0.4685,0.633,0.443,0.39249999999999996,0.33899999999999997,0.315,0.5365,0.874,0.014499999999999999,7.0,0.111,0.4835,2,0,2020,1629673.0,Jordan,Poole,Jordan Poole,"Poole, Jordan",J. Poole,jordan-poole,1999-06-19T00:00:00,Michigan,USA,Michigan/USA,76.0,194.0,4.0,Guard,Active,Y,1610612764.0,jordan_poole,2019.0,2023.0,Y,Y,Y,2019,N,2,3,3,No
84,Josh Jackson,SF,20.5,PHO,78.0,1973.5,0.415,11.2,0.7495,0.33399999999999996,0.2005,0.10350000000000001,0.112,0.2505,0.4545,0.556,0.37150000000000005,0.37,0.384,0.2935,0.4195,0.901,0.0795,57.5,0.262,0.2855,3,0,2018,1628367.0,Josh,Jackson,Josh Jackson,"Jackson, Josh",J. Jackson,josh-jackson,1997-02-10T00:00:00,Kansas,USA,Kansas/USA,80.0,207.0,6.0,Guard-Forward,Inactive,N,1610612758.0,josh_jackson,2017.0,2021.0,Y,Y,Y,2017,N,2,2,2,No
85,Josh Okogie,SG,20.5,MIN,68.0,1652.0,0.4065,12.85,0.595,0.36,0.147,0.0435,0.045,0.405,0.49650000000000005,0.6355,0.256,0.33199999999999996,0.1365,0.2725,0.6020000000000001,0.9385,0.083,34.0,0.3195,0.3315,1,0,2019,1629006.0,Josh,Okogie,Josh Okogie,"Okogie, Josh",J. Okogie,josh-okogie,1998-09-01T00:00:00,Georgia Tech,Nigeria,Georgia Tech/Nigeria,76.0,213.0,5.0,Guard,Active,Y,1610612756.0,josh_okogie,2018.0,2023.0,N,Y,Y,2018,N,2,2,2,No
86,Julius Randle,PF,20.5,LAL,41.0,1150.0,0.381,7.85,0.9784999999999999,0.40349999999999997,0.2905,0.0395,0.2445,0.0215,0.3845,0.284,0.681,0.1135,0.127,0.139,0.2255,0.35,0.0385,30.0,0.0555,0.0,0,0,2015,203944.0,Julius,Randle,Julius Randle,"Randle, Julius",J. Randle,julius-randle,1994-11-29T00:00:00,Kentucky,USA,Kentucky/USA,80.0,250.0,9.0,Forward-Center,Active,Y,1610612752.0,julius_randle,2014.0,2023.0,N,Y,Y,2014,N,1,2,2,No
87,Justin Anderson,SF,22.5,DAL,65.0,937.5,0.41500000000000004,14.5,0.542,0.28500000000000003,0.1125,0.06,0.082,0.45799999999999996,0.5275000000000001,0.74,0.28700000000000003,0.36750000000000005,0.218,0.28200000000000003,0.494,0.9285,0.0965,27.0,0.3185,0.3175,0,0,2016,1626147.0,Justin,Anderson,Justin Anderson,"Anderson, Justin",J. Anderson,justin-anderson,1993-11-19T00:00:00,Virginia,USA,Virginia/USA,77.0,231.0,7.0,Forward-Guard,Inactive,N,0.0,justin_anderson,2015.0,2021.0,Y,Y,Y,2015,N,2,2,2,No
88,Justin Jackson,SF,22.5,SAC,74.5,1560.0,0.4445,15.899999999999999,0.5265,0.17049999999999998,0.16449999999999998,0.1135,0.0775,0.47350000000000003,0.5445,0.778,0.46,0.4095,0.39949999999999997,0.3315,0.744,0.983,0.017,7.5,0.3695,0.3785,2,0,2018,1628382.0,Justin,Jackson,Justin Jackson,"Jackson, Justin",J. Jackson,justin-jackson,1995-03-28T00:00:00,North Carolina,USA,North Carolina/USA,80.0,220.0,6.0,Forward,Inactive,N,0.0,justin_jackson,2017.0,2022.0,Y,Y,Y,2017,N,2,3,2,No
